"artist","song","first_app","first_year","last_app","last_year","weeks","highest_spot","lowest_spot","length_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","spotify_track_popularity"
"Beyonce","Spirit",2019-07-27,2019,2019-07-27,2019,1,98,98,277030,0.448,0.435,10,-8.102,1,0.039,0.00988,0,0.0964,0.0466,80.849,4,67
"Meek Mill Featuring Future, Roddy Ricch & Young Thug","Splash Warning",2018-12-15,2018,2018-12-15,2018,1,77,77,168494,0.766,0.703,10,-5.877,0,0.163,0.00807,0,0.0618,0.331,163.06,4,60
"Rich The Kid","Splashin",2019-01-26,2019,2019-04-06,2019,5,80,99,177864,0.942,0.382,10,-8.099,1,0.564,0.00192,0,0.092,0.379,100.017,4,78
"Post Malone Featuring Swae Lee","Spoil My Night",2018-05-12,2018,2018-06-09,2018,5,15,97,194560,0.669,0.675,1,-2.869,1,0.0337,0.337,1.5e-05,0.109,0.262,160.911,4,75
"Rachel Platten","Stand By You",2015-11-28,2015,2016-04-16,2016,20,37,94,219000,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03,4,66
"Thomas Rhett","Star Of The Show",2016-11-19,2016,2017-03-25,2017,19,45,99,181200,0.691,0.624,7,-5.874,1,0.027,0.14,0,0.168,0.662,101.988,4,59
"The Weeknd Featuring Daft Punk","Starboy",2016-10-08,2016,2017-04-29,2017,30,1,40,230453,0.678,0.588,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.005,4,86
"Travis Scott","Stargazing",2018-08-18,2018,2018-10-06,2018,8,8,87,270714,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4,82
"The Weeknd Featuring Lana Del Rey","Stargirl Interlude",2016-12-17,2016,2016-12-17,2016,1,61,61,111640,0.638,0.47,5,-12.697,0,0.132,0.344,0.193,0.105,0.442,179.818,4,67
"XXXTENTACION","Staring At The Sky",2018-12-22,2018,2018-12-22,2018,1,68,68,85123,0.557,0.338,5,-9.892,1,0.0257,0.134,0.00184,0.14,0.689,140.935,4,63
"Post Malone Featuring SZA","Staring At The Sun",2019-09-21,2019,2019-09-28,2019,2,34,70,168280,0.724,0.772,6,-4.389,0,0.184,0.248,0,0.308,0.347,95.074,4,79
"Roddy Ricch & Gunna","Start Wit Me",2019-11-09,2019,2020-02-22,2020,13,56,98,158691,0.886,0.479,4,-8.054,0,0.334,0.077,0,0.135,0.408,130.029,4,81
"A Boogie Wit da Hoodie Featuring Offset & Tyga","Startender",2019-01-05,2019,2019-03-02,2019,9,59,99,192779,0.736,0.622,6,-4.653,0,0.133,0.0235,0,0.151,0.506,191.971,4,75
"Chris Stapleton","Starting Over",2020-09-12,2020,2021-05-01,2021,34,25,89,240413,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,4,73
"Hailee Steinfeld & Grey Featuring Zedd","Starving",2016-08-20,2016,2017-03-04,2017,29,12,96,181880,0.729,0.615,4,-4.238,1,0.0647,0.378,0,0.105,0.508,99.989,4,78
"Brothers Osborne","Stay A Little Longer",2015-10-24,2015,2016-03-05,2016,20,46,99,335266,0.555,0.89,6,-5.533,1,0.0309,0.0414,0.131,0.147,0.513,96.987,4,63
"Lil Durk, 6LACK & Young Thug","Stay Down",2020-11-14,2020,2021-02-13,2021,4,73,92,169330,0.813,0.57,3,-8.409,0,0.265,0.0909,0,0.0982,0.676,109.07,4,65
"Juice WRLD","Stay High",2020-07-25,2020,2020-08-01,2020,2,34,64,168684,0.745,0.5,8,-6.184,1,0.135,0.439,0,0.0943,0.433,76.968,4,77
"Sam Smith","Stay With Me",2014-04-19,2014,2015-05-02,2015,54,2,93,172723,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,4,85
"BTS","Stay",2020-12-05,2020,2020-12-05,2020,1,22,22,204800,0.582,0.693,6,-5.048,1,0.0465,0.114,0,0.13,0.341,125.904,4,78
"Post Malone","Stay",2018-05-12,2018,2018-06-02,2018,4,17,88,204426,0.479,0.468,5,-5.396,1,0.0274,0.414,0,0.148,0.35,85.913,4,80
"Zedd & Alessia Cara","Stay",2017-03-18,2017,2017-10-14,2017,31,7,47,210090,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4,80
"One Direction","Steal My Girl",2014-10-18,2014,2015-02-14,2015,18,13,99,228133,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,4,74
"Eminem","Stepdad",2020-02-01,2020,2020-02-01,2020,1,93,93,213413,0.779,0.805,1,-3.121,1,0.178,0.018,0,0.321,0.557,145.68,4,62
"Eminem","Stepping Stone",2018-09-15,2018,2018-09-15,2018,1,42,42,309637,0.616,0.684,7,-6.032,1,0.311,0.0305,0,0.376,0.312,179.503,4,69
"Future","Stick Talk",2016-01-09,2016,2016-01-16,2016,2,91,99,171333,0.729,0.672,7,-6.749,1,0.282,0.0265,0,0.244,0.595,159.903,4,63
"Eric Church","Stick That In Your Country Song",2020-07-11,2020,2020-07-11,2020,1,92,92,228706,0.536,0.863,0,-5.081,0,0.0362,0.0658,0.172,0.118,0.405,89.979,4,62
"Morgan Wallen","Still Goin Down",2020-12-05,2020,2021-02-20,2021,8,45,98,186293,0.58,0.751,7,-5.078,1,0.0267,0.49,0,0.277,0.718,148.108,4,71
"Zayn Featuring PARTYNEXTDOOR","Still Got Time",2017-04-15,2017,2017-05-13,2017,3,66,95,188490,0.748,0.627,7,-6.029,1,0.0644,0.131,0,0.0852,0.524,120.963,4,66
"Drake","Still Here",2016-05-21,2016,2016-07-23,2016,10,40,95,189853,0.835,0.436,0,-9.602,1,0.176,0.0235,0,0.635,0.234,133.942,3,61
"Migos","Stir Fry",2018-01-06,2018,2018-05-26,2018,21,8,94,190288,0.815,0.816,2,-5.474,1,0.269,0.00299,0,0.159,0.498,181.967,4,76
"Shawn Mendes","Stitches",2015-06-13,2015,2016-06-04,2016,52,4,89,206880,0.746,0.754,1,-6.681,1,0.067,0.0152,0,0.0486,0.764,149.882,4,75
"Milky Chance","Stolen Dance",2014-08-09,2014,2015-01-24,2015,25,39,95,313684,0.887,0.584,11,-8.798,1,0.0381,0.41,0.000314,0.101,0.677,114.016,4,74
"6ix9ine Featuring Bobby Shmurda","STOOPID",2018-10-20,2018,2018-12-15,2018,9,25,89,143250,0.724,0.685,3,-4.068,0,0.321,0.114,0,0.1,0.862,150.016,4,70
"Travis Scott","Stop Trying To Be God",2018-08-18,2018,2018-08-25,2018,2,27,66,338438,0.588,0.567,4,-3.738,0,0.0628,0.221,0,0.135,0.113,150.009,4,74
"N.W.A","Straight Outta Compton",2015-09-05,2015,2015-09-12,2015,2,38,61,258687,0.833,0.874,8,-9.426,1,0.155,0.0495,0,0.345,0.414,102.866,4,71
"Migos","Straightenin",2021-05-29,2021,2021-05-29,2021,1,38,38,255532,0.847,0.629,9,-5.81,1,0.102,0.0318,0,0.152,0.109,135.976,4,81
"Joyner Lucas & Chris Brown","Stranger Things",2018-03-17,2018,2018-03-17,2018,1,91,91,219733,0.867,0.663,10,-5.838,0,0.178,0.443,0,0.117,0.481,121.978,4,73
"Halsey Featuring Lauren Jauregui","Strangers",2017-06-17,2017,2017-06-17,2017,1,100,100,221205,0.69,0.784,11,-4.724,1,0.056,0.01,4.08e-05,0.22,0.284,109.969,4,68
"Rod Wave","Street Runner",2021-03-27,2021,2021-05-29,2021,10,16,84,252021,0.613,0.61,5,-8.633,0,0.246,0.211,0.000361,0.152,0.433,160.004,4,75
"Doja Cat","Streets",2021-01-23,2021,2021-05-29,2021,19,16,91,226986,0.749,0.463,11,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028,4,91
"twenty one pilots","Stressed Out",2015-05-16,2015,2016-10-01,2016,52,2,97,202333,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4,84
"Summer Walker Featuring A Boogie Wit da Hoodie","Stretch You Out",2019-10-19,2019,2019-10-19,2019,1,68,68,143493,0.64,0.519,1,-6.757,0,0.188,0.25,0,0.0883,0.252,103.359,4,75
"Luke Bryan","Strip It Down",2015-08-08,2015,2016-01-02,2016,20,30,88,241613,0.629,0.878,9,-3.535,1,0.0443,0.392,0,0.0899,0.714,137.989,4,64
"Liam Payne Featuring Quavo","Strip That Down",2017-06-10,2017,2017-12-16,2017,28,10,65,204502,0.874,0.497,6,-5.484,1,0.0562,0.22,0,0.0761,0.542,106.023,4,77
"Prince Royce Featuring Snoop Dogg","Stuck On A Feeling",2015-01-10,2015,2015-03-14,2015,10,43,93,210800,0.817,0.415,1,-6.286,1,0.0605,0.00366,0,0.162,0.325,100.026,4,52
"Gucci Mane Featuring Slim Jxmmi & Young Dolph","Stunting Ain't Nuthin",2017-11-04,2017,2017-11-04,2017,1,95,95,316053,0.86,0.71,7,-5.705,1,0.285,0.177,0,0.0865,0.764,122.993,4,58
"Tory Lanez","Stupid Again",2020-04-25,2020,2020-04-25,2020,1,54,54,174848,0.775,0.823,5,-4.941,0,0.0635,0.0881,0,0.309,0.65,120.059,4,67
"Lady Gaga","Stupid Love",2020-03-14,2020,2020-06-13,2020,10,5,61,193533,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,4,0
"Taylor Swift","Style",2014-11-15,2014,2015-08-01,2015,32,6,84,231000,0.598,0.786,2,-5.572,1,0.0382,0.00256,0.00143,0.117,0.456,95.021,4,64
"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul","Subeme La Radio",2017-04-22,2017,2017-08-19,2017,9,81,99,208162,0.684,0.823,9,-3.297,0,0.0773,0.0744,0,0.111,0.647,91.048,4,75
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors","Sucker For Pain",2016-07-16,2016,2016-12-10,2016,22,15,80,243490,0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,4,79
"Jonas Brothers","Sucker",2019-03-16,2019,2020-03-07,2020,47,1,49,181026,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4,87
"Post Malone","Sugar Wraith",2018-05-12,2018,2018-05-12,2018,1,57,57,228146,0.6,0.767,5,-4.232,0,0.0868,0.26,0,0.0979,0.291,164.079,4,74
"BrockHampton","SUGAR",2020-01-18,2020,2020-03-21,2020,9,66,100,204533,0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,4,78
"Maroon 5","Sugar",2015-01-31,2015,2015-11-14,2015,42,2,49,235493,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,4,81
"Robin Schulz Featuring Francesco Yates","Sugar",2016-01-23,2016,2016-04-30,2016,15,44,88,219043,0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,4,77
"DaBaby","Suge",2019-04-13,2019,2020-01-18,2020,37,7,87,163320,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,4,87
"DaBaby","Suge",2019-04-13,2019,2020-01-18,2020,37,7,87,163320,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,4,88
"YNW Melly","Suicidal",2019-12-07,2019,2019-12-28,2019,4,58,86,222997,0.736,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.005,4,88
"Lil Baby","Sum 2 Prove",2020-01-25,2020,2020-06-06,2020,20,16,60,205760,0.823,0.552,4,-7.57,0,0.324,0.0174,0,0.122,0.418,124.038,4,72
"Martin Garrix Featuring Macklemore & Patrick Stump","Summer Days",2019-07-06,2019,2019-07-06,2019,1,100,100,163804,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,4,84
"Drake","Summer Games",2018-07-14,2018,2018-07-21,2018,2,28,64,247893,0.775,0.482,1,-11.269,1,0.0357,0.477,0.0456,0.11,0.134,136.016,4,66
"Drake","Summer Sixteen",2016-02-20,2016,2016-05-21,2016,14,6,89,202450,0.592,0.455,1,-7.698,1,0.393,0.00322,3.72e-05,0.154,0.0633,146.316,4,60
"The Carters","Summer",2018-06-30,2018,2018-06-30,2018,1,84,84,285200,0.592,0.569,10,-6.374,1,0.0634,0.12,1.75e-05,0.251,0.562,135.414,4,53
"Childish Gambino","Summertime Magic",2018-07-28,2018,2018-09-15,2018,5,44,100,213600,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,4,72
"Florida Georgia Line","Sun Daze",2014-10-04,2014,2015-03-21,2015,20,44,95,184706,0.477,0.952,4,-3.715,1,0.0402,0.103,2.38e-06,0.441,0.867,170.099,4,62
"Khalid Featuring Empress Of","Suncity",2018-11-03,2018,2018-11-03,2018,1,88,88,189493,0.694,0.63,7,-6.84,0,0.162,0.0998,0.000635,0.12,0.341,90.045,4,73
"Surfaces","Sunday Best",2020-03-14,2020,2020-08-01,2020,21,19,99,158571,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,4,82
"Luke Bryan","Sunrise, Sunburn, Sunset",2018-07-14,2018,2018-10-27,2018,16,35,99,216093,0.472,0.884,9,-2.306,1,0.0584,0.185,0,0.178,0.718,159.96,4,71
"Young Thug Featuring Future","Sup Mate",2019-08-31,2019,2019-08-31,2019,1,70,70,238026,0.874,0.552,1,-7.951,1,0.271,0.000786,0.286,0.144,0.521,147.043,4,66
"Migos","Supastars",2018-02-10,2018,2018-02-10,2018,1,53,53,293137,0.781,0.676,1,-4.387,1,0.0596,0.25,0,0.0783,0.328,75.944,4,59
"Future","Super Trapper",2017-03-11,2017,2017-03-11,2017,1,91,91,230129,0.816,0.414,1,-7.953,1,0.119,0.423,0,0.125,0.197,150.008,4,52
"Ed Sheeran","Supermarket Flowers",2017-03-25,2017,2017-03-25,2017,1,75,75,221106,0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,4,80
"Justin Timberlake","Supplies",2018-02-03,2018,2018-02-17,2018,2,71,100,225600,0.793,0.554,11,-6.624,0,0.0451,0.00695,0,0.127,0.225,119.993,4,57
"Mac Miller","Surf",2020-02-01,2020,2020-02-01,2020,1,91,91,330506,0.828,0.182,1,-13.066,0,0.166,0.754,0.0706,0.15,0.231,147.279,4,68
"Young Thug Featuring Gunna","Surf",2019-08-31,2019,2019-08-31,2019,1,61,61,184093,0.93,0.561,0,-8.053,1,0.25,0.101,0,0.0992,0.596,140.987,4,70
"Drake","Survival",2018-07-14,2018,2018-07-21,2018,2,17,69,136186,0.607,0.596,9,-9.09,0,0.358,0.133,0,0.123,0.149,77.324,4,65
"Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign","Swalla",2017-04-08,2017,2017-08-19,2017,20,29,98,216408,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,4,78
"Rae Sremmurd","Swang",2017-01-07,2017,2017-07-01,2017,26,26,99,208120,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,4,76
"Jacob Sartorius","Sweatshirt",2016-07-02,2016,2016-07-02,2016,1,90,90,171250,0.667,0.492,8,-8.612,1,0.03,0.321,0,0.0744,0.796,95.976,4,53
"Ava Max","Sweet But Psycho",2018-12-29,2018,2019-08-24,2019,35,10,87,187436,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,4,88
"Ava Max","Sweet But Psycho",2018-12-29,2018,2019-08-24,2019,35,10,87,187436,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,4,89
"Harry Styles","Sweet Creature",2017-05-20,2017,2017-05-20,2017,1,93,93,224866,0.427,0.262,7,-8.541,1,0.0276,0.746,0,0.068,0.228,104.085,4,78
"Ariana Grande","Sweetener",2018-09-01,2018,2018-09-01,2018,1,55,55,174000,0.721,0.459,4,-6.408,1,0.032,0.248,0,0.212,0.46,119.914,4,57
"A Boogie Wit da Hoodie Featuring 6ix9ine","Swervin",2019-01-05,2019,2019-05-18,2019,20,38,63,189486,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,4,86
"Katy Perry Featuring Nicki Minaj","Swish Swish",2017-06-10,2017,2017-09-30,2017,10,46,92,242520,0.839,0.705,5,-5.194,0,0.0445,0.0184,1.77e-05,0.102,0.575,119.954,4,73
"Chris Lane Featuring Tori Kelly","Take Back Home Girl",2018-04-14,2018,2018-09-01,2018,12,55,100,212106,0.493,0.796,11,-3.971,1,0.0691,0.39,0,0.0957,0.644,159.988,4,70
"Jordan Davis","Take It From Me",2019-01-12,2019,2019-04-06,2019,13,46,79,174254,0.592,0.891,10,-3.144,1,0.0512,0.0267,0,0.352,0.674,99.983,4,71
"Chase Bryant","Take It On Back",2015-01-17,2015,2015-03-07,2015,8,82,98,246613,0.558,0.814,2,-5.378,1,0.0645,0.0129,0,0.0666,0.672,157.959,4,49
"Dan + Shay","Take Me Home For Christmas",2020-12-19,2020,2021-01-09,2021,4,48,89,203880,0.694,0.769,6,-4.665,1,0.0325,0.163,0,0.0976,0.663,93.033,4,42
"Hozier","Take Me To Church",2014-08-30,2014,2015-06-06,2015,41,2,96,241693,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,4,77
"Kodak Black","Take One",2018-12-01,2018,2018-12-01,2018,1,81,81,165517,0.66,0.615,1,-7.2,1,0.47,0.114,0,0.315,0.501,174.034,4,60
"Post Malone Featuring Ozzy Osbourne & Travis Scott","Take What You Want",2019-09-21,2019,2020-02-01,2020,20,8,94,229573,0.499,0.8,1,-2.665,0,0.0502,0.0906,0,0.147,0.272,139.919,4,88
"Jason Derulo","Take You Dancing",2020-11-14,2020,2021-02-06,2021,8,57,100,190306,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,4,84
"Sam Hunt","Take Your Time",2015-01-17,2015,2015-08-22,2015,32,20,93,243706,0.558,0.719,11,-5.603,1,0.0419,0.101,0,0.212,0.483,158.031,4,69
"The Chainsmokers & Illenium Featuring Lennon Stella","Takeaway",2019-08-10,2019,2019-08-31,2019,2,69,98,209880,0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,4,84
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B","Taki Taki",2018-10-13,2018,2019-04-06,2019,26,11,48,212500,0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,4,84
"Post Malone","Takin' Shots",2018-05-12,2018,2018-05-26,2018,3,29,97,216746,0.767,0.625,5,-6.193,1,0.0836,0.597,0,0.409,0.577,120.092,4,73
"Trippie Redd","Taking A Walk",2018-08-25,2018,2018-09-08,2018,3,46,92,121680,0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,4,77
"DaBaby","TALK ABOUT IT",2020-05-02,2020,2020-05-02,2020,1,74,74,159093,0.951,0.638,1,-5.614,1,0.308,0.00206,0,0.113,0.439,123.948,4,54
"Tory Lanez & Rich The Kid","Talk To Me",2018-11-10,2018,2019-02-23,2019,16,43,96,248520,0.698,0.66,0,-7.883,1,0.052,0.0226,0,0.0622,0.451,159.949,4,75
"Drake Featuring JAY-Z","Talk Up",2018-07-14,2018,2018-07-28,2018,3,20,100,223240,0.758,0.49,11,-9.877,1,0.139,0.00359,6.61e-06,0.292,0.335,140.116,4,65
"Florida Georgia Line","Talk You Out Of It",2019-03-02,2019,2019-08-24,2019,26,57,98,202920,0.651,0.708,4,-4.791,1,0.0376,0.582,0,0.0796,0.558,119.964,4,73
"Florida Georgia Line","Talk You Out Of It",2019-03-02,2019,2019-08-24,2019,26,57,98,202920,0.651,0.708,4,-4.791,1,0.0376,0.582,0,0.0796,0.558,119.964,4,75
"Tove Lo","Talking Body",2015-02-14,2015,2015-09-05,2015,30,12,95,238426,0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,4,67
"Khalid","Talk",2019-02-23,2019,2020-01-25,2020,46,3,55,197573,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,4,83
"Khalid","Talk",2019-02-23,2019,2020-01-25,2020,46,3,55,197573,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,4,84
"Eric Church","Talladega",2014-11-08,2014,2015-03-21,2015,20,43,90,262280,0.584,0.672,1,-8.309,1,0.0294,0.0538,0.0481,0.0885,0.556,144,4,66
"Cico P","Tampa",2021-05-15,2021,2021-05-22,2021,2,91,97,176160,0.888,0.408,8,-10.162,0,0.487,0.164,0,0.0912,0.742,77.029,4,80
"Saweetie","Tap In",2020-07-25,2020,2020-11-28,2020,19,20,96,139413,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,4,76
"NAV Featuring Meek Mill","Tap",2019-04-06,2019,2019-08-24,2019,10,87,99,148278,0.901,0.676,2,-7.033,1,0.251,0.0646,0,0.0863,0.452,85.018,4,79
"NAV Featuring Meek Mill","Tap",2019-04-06,2019,2019-08-24,2019,10,87,99,148278,0.901,0.676,2,-7.033,1,0.251,0.0646,0,0.0863,0.452,85.018,4,80
"Tyga Featuring Offset","Taste",2018-06-09,2018,2018-12-22,2018,29,8,82,232959,0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,4,84
"6ix9ine Featuring DJ SPINKING","TATI",2018-06-09,2018,2018-07-07,2018,5,46,72,154565,0.779,0.767,11,-5.462,0,0.258,0.00214,0,0.102,0.523,91.981,4,72
"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny","Te Bote",2018-05-05,2018,2018-09-22,2018,21,36,74,413680,0.904,0.651,11,-3.785,0,0.186,0.367,0.000112,0.0518,0.371,96.54,4,55
"Bad Bunny","Te Deseo Lo Mejor",2020-12-12,2020,2020-12-12,2020,1,74,74,139576,0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054,4,73
"Bad Bunny","Te Mudaste",2020-12-12,2020,2020-12-19,2020,2,60,99,130013,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,4,86
"Iggy Azalea","Team",2016-04-09,2016,2016-05-28,2016,8,42,99,209466,0.891,0.692,4,-4.989,1,0.0673,0.0545,0,0.608,0.218,100.023,4,63
"twenty one pilots","Tear In My Heart",2015-04-25,2015,2015-08-08,2015,8,82,100,188493,0.655,0.632,2,-4.802,1,0.0489,0.0189,0,0.0722,0.447,120.113,4,75
"Drake","Teenage Fever",2017-04-08,2017,2017-04-29,2017,4,35,91,219692,0.768,0.282,8,-10.348,0,0.0863,0.11,0.0208,0.113,0.175,97.043,4,74
"BTS","Telepathy",2020-12-05,2020,2020-12-05,2020,1,70,70,202313,0.787,0.669,5,-4.333,0,0.0428,0.00782,0,0.123,0.57,104.994,4,80
"Kali Uchis","Telepatia",2021-03-06,2021,2021-05-29,2021,13,39,56,160191,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,4,94
"Demi Lovato","Tell Me You Love Me",2017-09-16,2017,2018-04-21,2018,19,53,97,236986,0.538,0.6,6,-5.463,1,0.0489,0.0273,0,0.147,0.26,81.888,4,73
"The Weeknd","Tell Your Friends",2015-09-19,2015,2015-10-03,2015,3,54,79,334333,0.565,0.454,1,-11.091,0,0.0461,0.265,0,0.181,0.312,74.809,4,70
"Chris Brown","Tempo",2018-03-17,2018,2018-04-14,2018,4,88,96,218744,0.769,0.482,10,-7.205,1,0.0502,0.192,0,0.0903,0.487,120.959,4,65
"One Direction","Temporary Fix",2015-12-05,2015,2015-12-05,2015,1,96,96,175013,0.556,0.902,4,-5.143,1,0.0449,9.17e-05,0,0.0888,0.96,145.914,4,60
"Future","Temptation",2019-02-02,2019,2019-02-02,2019,1,76,76,167672,0.66,0.55,4,-6.744,1,0.184,0.164,0.000204,0.199,0.299,130.004,4,55
"Chris Stapleton","Tennessee Whiskey",2015-11-21,2015,2016-04-23,2016,6,20,100,293293,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,78
"Kid Cudi","Tequila Shots",2020-12-26,2020,2021-01-02,2021,2,41,86,193293,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,4,76
"Dan + Shay","Tequila",2018-01-27,2018,2019-04-27,2019,50,21,87,196746,0.489,0.581,11,-5.731,1,0.0281,0.0312,0,0.132,0.494,86.016,4,77
"Ariana Grande","Test Drive",2021-03-06,2021,2021-03-06,2021,1,61,61,122174,0.698,0.708,9,-4.943,0,0.0454,0.0251,0,0.124,0.322,115.036,4,74
"Kodak Black","Testimony",2018-12-29,2018,2018-12-29,2018,1,74,74,240000,0.814,0.667,6,-4.785,0,0.36,0.0369,0,0.11,0.376,80.031,4,62
"Ariana Grande","Thank U, Next",2018-11-17,2018,2019-05-25,2019,28,1,49,207320,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,4,84
"Lee Brice","That Don't Sound Like You",2016-03-05,2016,2016-05-14,2016,11,64,99,210573,0.543,0.589,4,-9.496,1,0.0421,0.0236,2.99e-05,0.0798,0.255,129.813,4,59
"ScHoolboy Q Featuring Kanye West","THat Part",2016-06-04,2016,2016-11-05,2016,20,40,92,313573,0.927,0.535,6,-7.59,0,0.0911,0.0855,0,0.136,0.336,112.96,4,67
"Lil Uzi Vert","That Way",2020-03-14,2020,2020-06-20,2020,12,20,98,212354,0.719,0.611,7,-5.01,0,0.0403,0.0582,0,0.155,0.489,129.962,4,69
"Lil Uzi Vert","That's A Rack",2019-04-27,2019,2019-05-25,2019,5,76,97,236571,0.852,0.432,1,-8.04,0,0.501,0.0599,0,0.146,0.258,140.042,4,76
"Fifth Harmony","That's My Girl",2016-12-10,2016,2016-12-24,2016,3,73,84,204013,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,4,71
"Mac Miller","That's On Me",2020-02-01,2020,2020-02-01,2020,1,100,100,217868,0.583,0.499,10,-10.086,1,0.0261,0.591,0.0104,0.33,0.342,155.199,3,61
"Yella Beezy","That's On Me",2018-08-11,2018,2018-12-22,2018,20,56,95,219552,0.803,0.648,4,-9.185,0,0.198,0.0288,0,0.0904,0.538,131.925,4,66
"Bruno Mars","That's What I Like",2016-12-10,2016,2018-01-20,2018,51,1,82,206693,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4,83
"Taylor Swift","The 1",2020-08-08,2020,2020-09-12,2020,6,4,92,210251,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,4,76
"Kid Cudi & Eminem","The Adventures Of Moon Man & Slim Shady",2020-07-25,2020,2020-07-25,2020,1,22,22,264833,0.88,0.787,8,-5.189,1,0.118,0.226,0,0.12,0.588,113.018,4,69
"Taylor Swift","The Archer",2019-08-03,2019,2019-09-07,2019,3,38,79,211240,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,4,76
"Lil Baby","The Bigger Picture",2020-06-27,2020,2020-11-07,2020,20,3,89,252728,0.59,0.618,1,-5.756,1,0.334,0.0127,0,0.244,0.153,96.459,3,73
"Kendrick Lamar","The Blacker The Berry",2015-04-04,2015,2015-04-04,2015,1,66,66,328826,0.553,0.852,10,-4.08,0,0.305,0.00713,0,0.463,0.27,176.058,4,62
"Wale Featuring Jeremih","The Body",2015-01-31,2015,2015-03-07,2015,6,87,98,232661,0.493,0.542,9,-8.016,1,0.076,0.0774,0,0.239,0.172,109.399,4,57
