"product_name","size","milk_type","with_whip","calories","total_fat_g","cholesterol_mg","sodium_mg","total_carbs_g","sugar_g","caffeine_mg"
"Vanilla Bean Crème Frappuccino Blended","grande","Nonfat","Yes",360,11,45,240,60,57,0
"Vanilla Bean Crème Frappuccino Blended","grande","2%","No",270,3,10,240,56,55,0
"Vanilla Bean Crème Frappuccino Blended","grande","2%","Yes",380,14,55,250,59,57,0
"Vanilla Bean Crème Frappuccino Blended","grande","Whole","No",280,4.5,15,230,56,55,0
"Vanilla Bean Crème Frappuccino Blended","grande","Whole","Yes",400,16,55,240,59,57,0
"Vanilla Bean Crème Frappuccino Blended","grande","Soy","No",250,2.5,0,220,54,51,0
"Vanilla Bean Crème Frappuccino Blended","grande","Soy","Yes",370,13,40,230,57,54,0
"Vanilla Bean Crème Frappuccino Blended","grande","Coconut","No",240,3,0,220,54,52,0
"Vanilla Bean Crème Frappuccino Blended","grande","Coconut","Yes",360,14,40,240,57,56,0
"Vanilla Bean Crème Frappuccino Blended","venti","Nonfat","No",320,0.2,5,300,73,71,0
"Vanilla Bean Crème Frappuccino Blended","venti","Nonfat","Yes",430,11,45,310,76,73,0
"Vanilla Bean Crème Frappuccino Blended","venti","2%","No",350,4,15,310,73,71,0
"Vanilla Bean Crème Frappuccino Blended","venti","2%","Yes",460,15,55,320,76,73,0
"Vanilla Bean Crème Frappuccino Blended","venti","Whole","No",370,7,20,300,73,71,0
"Vanilla Bean Crème Frappuccino Blended","venti","Whole","Yes",490,18,60,310,76,73,0
"Vanilla Bean Crème Frappuccino Blended","venti","Soy","No",330,3,0,290,69,66,0
"Vanilla Bean Crème Frappuccino Blended","venti","Soy","Yes",440,14,40,300,73,68,0
"Vanilla Bean Crème Frappuccino Blended","venti","Coconut","No",310,4.5,0,290,69,67,0
"Vanilla Bean Crème Frappuccino Blended","venti","Coconut","Yes",430,15,40,300,73,70,0
"Caramel Apple Spice","short","None","No",140,0,0,10,35,33,0
"Caramel Apple Spice","short","None","Yes",210,6,20,20,40,37,0
"Caramel Apple Spice","tall","None","No",210,0,0,15,53,49,0
"Caramel Apple Spice","tall","None","Yes",300,7,25,30,59,55,0
"Caramel Apple Spice","grande","None","No",280,0,0,20,70,65,0
"Caramel Apple Spice","grande","None","Yes",380,8,30,35,76,71,0
"Caramel Apple Spice","venti","None","No",360,0,0,25,89,83,0
"Caramel Apple Spice","venti","None","Yes",450,8,30,40,95,88,0
"Hot Chocolate","short","Nonfat","No",140,1.5,5,70,26,23,15
"Hot Chocolate","short","Nonfat","Yes",200,6,20,95,29,24,15
"Hot Chocolate","short","2%","No",170,4.5,15,80,26,22,15
"Hot Chocolate","short","2%","Yes",230,10,30,85,28,24,15
"Hot Chocolate","short","Whole","No",190,7,15,70,26,22,15
"Hot Chocolate","short","Whole","Yes",250,12,35,80,28,24,15
"Hot Chocolate","short","Soy","No",150,3.5,0,60,23,18,15
"Hot Chocolate","short","Soy","No",210,9,20,65,25,20,15
"Hot Chocolate","short","Coconut","No",140,5,0,70,23,20,15
"Hot Chocolate","short","Coconut","Yes",200,10,20,75,26,22,15
"Hot Chocolate","tall","Nonfat","No",210,2,5,110,37,32,20
"Hot Chocolate","tall","Nonfat","Yes",280,8,30,115,40,34,20
"Hot Chocolate","tall","2%","No",250,7,20,125,37,32,20
"Hot Chocolate","tall","2%","Yes",320,13,45,130,39,34,20
"Hot Chocolate","tall","Whole","No",280,10,25,110,37,32,20
"Hot Chocolate","tall","Whole","Yes",350,16,50,120,39,34,20
"Hot Chocolate","tall","Soy","No",220,6,0,95,32,25,20
"Hot Chocolate","tall","Soy","Yes",290,12,25,100,35,28,20
"Hot Chocolate","tall","Coconut","No",210,8,0,110,33,28,20
"Hot Chocolate","tall","Coconut","Yes",280,14,25,115,36,31,20
"Hot Chocolate","grande","Nonfat","No",270,2.5,5,140,47,41,25
"Hot Chocolate","grande","Nonfat","Yes",350,10,35,150,51,43,25
"Hot Chocolate","grande","2%","No",320,9,25,160,47,41,25
"Hot Chocolate","grande","2%","Yes",400,16,55,170,50,43,25
"Hot Chocolate","grande","Whole","No",360,13,35,150,47,41,25
"Hot Chocolate","grande","Whole","Yes",440,20,60,150,50,43,25
"Hot Chocolate","grande","Soy","No",280,8,0,125,41,32,25
"Hot Chocolate","grande","Soy","Yes",360,15,25,130,44,35,25
"Hot Chocolate","grande","Coconut","No",270,10,0,140,42,35,25
"Hot Chocolate","grande","Coconut","Yes",350,17,25,150,46,38,30
"Hot Chocolate","venti","Nonfat","No",350,3.5,10,180,63,55,35
"Hot Chocolate","venti","Nonfat","Yes",430,10,35,190,66,58,35
"Hot Chocolate","venti","2%","No",420,11,35,200,62,55,35
"Hot Chocolate","venti","2%","Yes",500,19,60,210,66,57,35
"Hot Chocolate","venti","Whole","No",470,17,45,190,62,55,35
"Hot Chocolate","venti","Whole","Yes",550,24,70,190,66,57,35
"Hot Chocolate","venti","Soy","No",370,9,0,160,55,44,35
"Hot Chocolate","venti","Soy","Yes",450,17,25,170,58,46,35
"Hot Chocolate","venti","Coconut","No",360,13,0,180,57,48,35
"Hot Chocolate","venti","Coconut","Yes",430,20,25,190,60,51,35
"Lemonade","tall","None","No",80,0,0,0,21,21,0
"Lemonade","grande","None","No",110,0,0,1,29,21,0
"Lemonade","venti","None","No",150,0,0,1,41,41,0
"Skinny Hot Chocolate","short","None","No",80,1,5,85,12,8,0
"Skinny Hot Chocolate","tall","None","No",130,1.5,5,125,18,13,0
"Skinny Hot Chocolate","grande","None","No",170,1.5,5,160,24,17,0
"Skinny Hot Chocolate","venti","None","No",210,2,10,210,30,21,0
"White Hot Chocolate","short","Nonfat","No",180,3,5,125,31,30,0
"White Hot Chocolate","short","Nonfat","Yes",230,8,25,130,32,32,0
"White Hot Chocolate","short","2%","No",210,6,15,135,30,30,0
"White Hot Chocolate","short","2%","Yes",260,11,35,140,32,31,0
"White Hot Chocolate","short","Whole","No",220,8,20,125,30,30,0
"White Hot Chocolate","short","Whole","Yes",280,14,40,130,32,31,0
"White Hot Chocolate","short","Soy","No",190,5,5,115,27,26,0
"White Hot Chocolate","short","Soy","No",240,11,20,120,29,27,0
"White Hot Chocolate","short","Coconut","No",180,7,5,125,28,28,0
"White Hot Chocolate","short","Coconut","Yes",230,12,20,130,30,29,0
"White Hot Chocolate","tall","Nonfat","No",270,4.5,10,190,46,46,0
"White Hot Chocolate","tall","Nonfat","Yes",330,11,30,200,48,47,0
"White Hot Chocolate","tall","2%","No",310,9,25,200,46,46,0
"White Hot Chocolate","tall","2%","Yes",370,16,45,210,48,47,0
"White Hot Chocolate","tall","Whole","No",340,13,30,190,46,46,0
"White Hot Chocolate","tall","Whole","Yes",400,19,55,200,48,47,0
"White Hot Chocolate","tall","Soy","No",280,8,5,180,41,39,0
"White Hot Chocolate","tall","Soy","Yes",340,14,25,180,43,40,0
"White Hot Chocolate","tall","Coconut","No",270,10,5,190,42,42,0
"White Hot Chocolate","tall","Coconut","Yes",330,16,25,190,44,43,0
"White Hot Chocolate","grande","Nonfat","No",360,6,10,250,61,61,0
"White Hot Chocolate","grande","Nonfat","Yes",430,13,40,260,63,62,0
"White Hot Chocolate","grande","2%","No",410,12,30,270,61,60,0
"White Hot Chocolate","grande","2%","Yes",480,19,60,270,63,62,0
"White Hot Chocolate","grande","Whole","No",450,17,40,250,61,60,0
"White Hot Chocolate","grande","Whole","Yes",520,24,65,260,63,62,0
"White Hot Chocolate","grande","Soy","No",370,11,5,230,55,52,0
"White Hot Chocolate","grande","Soy","Yes",440,18,30,240,57,53,0
"White Hot Chocolate","grande","Coconut","No",360,13,5,250,56,55,0
"White Hot Chocolate","grande","Coconut","Yes",430,20,30,250,58,57,0
"White Hot Chocolate","venti","Nonfat","No",450,7,15,320,77,77,0
"White Hot Chocolate","venti","Nonfat","Yes",520,14,40,320,79,78,0
"White Hot Chocolate","venti","2%","No",520,16,40,340,76,76,0
"White Hot Chocolate","venti","2%","Yes",590,23,65,350,78,78,0
"White Hot Chocolate","venti","Whole","No",570,21,50,320,76,76,0
"White Hot Chocolate","venti","Whole","Yes",640,28,75,330,78,78,0
"White Hot Chocolate","venti","Soy","No",470,14,5,290,69,65,0
"White Hot Chocolate","venti","Soy","Yes",540,21,30,300,71,67,0
"White Hot Chocolate","venti","Coconut","No",450,17,5,310,71,69,0
"White Hot Chocolate","venti","Coconut","Yes",520,24,30,320,73,71,0
